year,state,state_po,state_fips,state_cen,state_ic,candidate,party_detailed,writein,candidatevotes,totalvotes,version,party_simplified,flag_zero_votes
1976,ALABAMA,AL,1,63,41,"BUBAR, BENJAMIN ""BEN""",PROHIBITION,FALSE,6669,1182850,20210113,OTHER,FALSE
1976,ALABAMA,AL,1,63,41,"CARTER, JIMMY",DEMOCRAT,FALSE,659170,1182850,20210113,DEMOCRAT,FALSE
1976,ALABAMA,AL,1,63,41,"FORD, GERALD",REPUBLICAN,FALSE,504070,1182850,20210113,REPUBLICAN,FALSE
1976,ALABAMA,AL,1,63,41,"HALL, GUS",COMMUNIST PARTY USE,FALSE,1954,1182850,20210113,OTHER,FALSE
1976,ALABAMA,AL,1,63,41,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,1481,1182850,20210113,LIBERTARIAN,FALSE
1976,ALABAMA,AL,1,63,41,"MADDOX, LESTER",AMERICAN INDEPENDENT PARTY,FALSE,9198,1182850,20210113,OTHER,FALSE
1976,ALABAMA,AL,1,63,41,UNKNOWN/SCATTERING,UNKNOWN,TRUE,308,1182850,20210113,OTHER,FALSE
1976,ALASKA,AK,2,94,81,"CARTER, JIMMY",DEMOCRAT,FALSE,44058,123574,20210113,DEMOCRAT,FALSE
1976,ALASKA,AK,2,94,81,"FORD, GERALD",REPUBLICAN,FALSE,71555,123574,20210113,REPUBLICAN,FALSE
1976,ALASKA,AK,2,94,81,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,6785,123574,20210113,LIBERTARIAN,FALSE
1976,ALASKA,AK,2,94,81,UNKNOWN/SCATTERING,UNKNOWN,TRUE,1176,123574,20210113,OTHER,FALSE
1976,ARIZONA,AZ,4,86,61,"ANDERSON, THOMAS J.",AMERICAN,FALSE,564,742719,20210113,OTHER,FALSE
1976,ARIZONA,AZ,4,86,61,"CAMEJO, PETER",SOCIALIST WORKERS,FALSE,928,742719,20210113,OTHER,FALSE
1976,ARIZONA,AZ,4,86,61,"CARTER, JIMMY",DEMOCRAT,FALSE,295602,742719,20210113,DEMOCRAT,FALSE
1976,ARIZONA,AZ,4,86,61,"FORD, GERALD",REPUBLICAN,FALSE,418642,742719,20210113,REPUBLICAN,FALSE
1976,ARIZONA,AZ,4,86,61,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,7647,742719,20210113,LIBERTARIAN,FALSE
1976,ARIZONA,AZ,4,86,61,"MADDOX, LESTER",AMERICAN INDEPENDENT PARTY,FALSE,85,742719,20210113,OTHER,FALSE
1976,ARIZONA,AZ,4,86,61,"MCCARTHY, EUGENE ""GENE""",INDEPENDENT,FALSE,19229,742719,20210113,OTHER,FALSE
1976,ARIZONA,AZ,4,86,61,UNKNOWN/SCATTERING,UNKNOWN,TRUE,22,742719,20210113,OTHER,FALSE
1976,ARKANSAS,AR,5,71,42,"CARTER, JIMMY",DEMOCRAT,FALSE,498604,767535,20210113,DEMOCRAT,FALSE
1976,ARKANSAS,AR,5,71,42,"FORD, GERALD",REPUBLICAN,FALSE,267903,767535,20210113,REPUBLICAN,FALSE
1976,ARKANSAS,AR,5,71,42,"MADDOX, LESTER",AMERICAN INDEPENDENT PARTY,FALSE,389,767535,20210113,OTHER,FALSE
1976,ARKANSAS,AR,5,71,42,UNKNOWN/SCATTERING,INDEPENDENT,FALSE,639,767535,20210113,OTHER,FALSE
1976,CALIFORNIA,CA,6,93,71,"CAMEJO, PETER",INDEPENDENT,FALSE,17259,7803770,20210113,OTHER,FALSE
1976,CALIFORNIA,CA,6,93,71,"CARTER, JIMMY",DEMOCRAT,FALSE,3742284,7803770,20210113,DEMOCRAT,FALSE
1976,CALIFORNIA,CA,6,93,71,"FORD, GERALD",REPUBLICAN,FALSE,3882244,7803770,20210113,REPUBLICAN,FALSE
1976,CALIFORNIA,CA,6,93,71,"HALL, GUS",INDEPENDENT,FALSE,12766,7803770,20210113,OTHER,FALSE
1976,CALIFORNIA,CA,6,93,71,"MACBRIDE, ROGER",INDEPENDENT,FALSE,56388,7803770,20210113,OTHER,FALSE
1976,CALIFORNIA,CA,6,93,71,"MADDOX, LESTER",AMERICAN INDEPENDENT PARTY,FALSE,51098,7803770,20210113,OTHER,FALSE
1976,CALIFORNIA,CA,6,93,71,"WRIGHT, MARGARET",PEACE & FREEDOM,FALSE,41731,7803770,20210113,OTHER,FALSE
1976,COLORADO,CO,8,84,62,"BUBAR, BENJAMIN ""BEN""",PROHIBITION,FALSE,2886,1081440,20210113,OTHER,FALSE
1976,COLORADO,CO,8,84,62,"CAMEJO, PETER",SOCIALIST WORKERS,FALSE,1122,1081440,20210113,OTHER,FALSE
1976,COLORADO,CO,8,84,62,"CARTER, JIMMY",DEMOCRAT,FALSE,460801,1081440,20210113,DEMOCRAT,FALSE
1976,COLORADO,CO,8,84,62,"FORD, GERALD",REPUBLICAN,FALSE,584278,1081440,20210113,REPUBLICAN,FALSE
1976,COLORADO,CO,8,84,62,"HALL, GUS",COMMUNIST PARTY USE,FALSE,403,1081440,20210113,OTHER,FALSE
1976,COLORADO,CO,8,84,62,"LAROUCHE, LYNDON, JR.",U.S. LABOR,FALSE,565,1081440,20210113,OTHER,FALSE
1976,COLORADO,CO,8,84,62,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,5338,1081440,20210113,LIBERTARIAN,FALSE
1976,COLORADO,CO,8,84,62,"MCCARTHY, EUGENE ""GENE""",INDEPENDENT,FALSE,26047,1081440,20210113,OTHER,FALSE
1976,CONNECTICUT,CT,9,16,1,"CARTER, JIMMY",DEMOCRAT,FALSE,647895,1386355,20210113,DEMOCRAT,FALSE
1976,CONNECTICUT,CT,9,16,1,"FORD, GERALD",REPUBLICAN,FALSE,719261,1386355,20210113,REPUBLICAN,FALSE
1976,CONNECTICUT,CT,9,16,1,"LAROUCHE, LYNDON, JR.",U.S. LABOR,FALSE,1789,1386355,20210113,OTHER,FALSE
1976,CONNECTICUT,CT,9,16,1,"MADDOX, LESTER",AMERICAN INDEPENDENT PARTY,FALSE,7101,1386355,20210113,OTHER,FALSE
1976,CONNECTICUT,CT,9,16,1,SCATTERING,UNKNOWN,FALSE,10309,1386355,20210113,OTHER,FALSE
1976,DELAWARE,DE,10,51,11,"ANDERSON, THOMAS J.",AMERICAN,FALSE,645,235642,20210113,OTHER,FALSE
1976,DELAWARE,DE,10,51,11,"BUBAR, BENJAMIN ""BEN""",PROHIBITION,FALSE,103,235642,20210113,OTHER,FALSE
1976,DELAWARE,DE,10,51,11,"CARTER, JIMMY",DEMOCRAT,FALSE,122461,235642,20210113,DEMOCRAT,FALSE
1976,DELAWARE,DE,10,51,11,"FORD, GERALD",REPUBLICAN,FALSE,109780,235642,20210113,REPUBLICAN,FALSE
1976,DELAWARE,DE,10,51,11,"LAROUCHE, LYNDON, JR.",U.S. LABOR,FALSE,135,235642,20210113,OTHER,FALSE
1976,DELAWARE,DE,10,51,11,UNKNOWN/SCATTERING,NO PARTY AFFILIATION,FALSE,2432,235642,20210113,OTHER,FALSE
1976,DELAWARE,DE,10,51,11,UNKNOWN/SCATTERING,SOCIALIST LABOR,FALSE,86,235642,20210113,OTHER,FALSE
1976,DISTRICT OF COLUMBIA,DC,11,53,55,"CARTER, JIMMY",DEMOCRAT,FALSE,137818,168830,20210113,DEMOCRAT,FALSE
1976,DISTRICT OF COLUMBIA,DC,11,53,55,"FORD, GERALD",REPUBLICAN,FALSE,27873,168830,20210113,REPUBLICAN,FALSE
1976,DISTRICT OF COLUMBIA,DC,11,53,55,OTHER,UNKNOWN,FALSE,1656,168830,20210113,OTHER,FALSE
1976,DISTRICT OF COLUMBIA,DC,11,53,55,UNKNOWN/SCATTERING,INDEPENDENT,FALSE,1195,168830,20210113,OTHER,FALSE
1976,DISTRICT OF COLUMBIA,DC,11,53,55,UNKNOWN/SCATTERING,UNKNOWN,TRUE,288,168830,20210113,OTHER,FALSE
1976,FLORIDA,FL,12,59,43,"ANDERSON, THOMAS J.",AMERICAN,FALSE,21325,3150631,20210113,OTHER,FALSE
1976,FLORIDA,FL,12,59,43,"CARTER, JIMMY",DEMOCRAT,FALSE,1636000,3150631,20210113,DEMOCRAT,FALSE
1976,FLORIDA,FL,12,59,43,"FORD, GERALD",REPUBLICAN,FALSE,1469531,3150631,20210113,REPUBLICAN,FALSE
1976,FLORIDA,FL,12,59,43,"MCCARTHY, EUGENE ""GENE""",INDEPENDENT,FALSE,23643,3150631,20210113,OTHER,FALSE
1976,FLORIDA,FL,12,59,43,UNKNOWN/SCATTERING,UNKNOWN,TRUE,132,3150631,20210113,OTHER,FALSE
1976,GEORGIA,GA,13,58,44,"CARTER, JIMMY",DEMOCRAT,FALSE,979409,1463152,20210113,DEMOCRAT,FALSE
1976,GEORGIA,GA,13,58,44,"FORD, GERALD",REPUBLICAN,FALSE,483743,1463152,20210113,REPUBLICAN,FALSE
1976,HAWAII,HI,15,95,82,"CARTER, JIMMY",DEMOCRAT,FALSE,147375,291301,20210113,DEMOCRAT,FALSE
1976,HAWAII,HI,15,95,82,"FORD, GERALD",REPUBLICAN,FALSE,140003,291301,20210113,REPUBLICAN,FALSE
1976,HAWAII,HI,15,95,82,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,3923,291301,20210113,LIBERTARIAN,FALSE
1976,IDAHO,ID,16,82,63,"CARTER, JIMMY",DEMOCRAT,FALSE,126549,340932,20210113,DEMOCRAT,FALSE
1976,IDAHO,ID,16,82,63,"FORD, GERALD",REPUBLICAN,FALSE,204151,340932,20210113,REPUBLICAN,FALSE
1976,IDAHO,ID,16,82,63,"LAROUCHE, LYNDON, JR.",U.S. LABOR,FALSE,739,340932,20210113,OTHER,FALSE
1976,IDAHO,ID,16,82,63,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,3558,340932,20210113,LIBERTARIAN,FALSE
1976,IDAHO,ID,16,82,63,"MADDOX, LESTER",AMERICAN,FALSE,5935,340932,20210113,OTHER,FALSE
1976,ILLINOIS,IL,17,33,21,"CAMEJO, PETER",SOCIALIST WORKERS,FALSE,3615,4721282,20210113,OTHER,FALSE
1976,ILLINOIS,IL,17,33,21,"CARTER, JIMMY",DEMOCRAT,FALSE,2271295,4721282,20210113,DEMOCRAT,FALSE
1976,ILLINOIS,IL,17,33,21,"FORD, GERALD",REPUBLICAN,FALSE,2364269,4721282,20210113,REPUBLICAN,FALSE
1976,ILLINOIS,IL,17,33,21,"HALL, GUS",COMMUNIST PARTY USE,FALSE,9250,4721282,20210113,OTHER,FALSE
1976,ILLINOIS,IL,17,33,21,"JULIUS ""JULES"", LEVIN",SOCIALIST LABOR,FALSE,2422,4721282,20210113,OTHER,FALSE
1976,ILLINOIS,IL,17,33,21,"LAROUCHE, LYNDON, JR.",U.S. LABOR,FALSE,2018,4721282,20210113,OTHER,FALSE
1976,ILLINOIS,IL,17,33,21,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,8057,4721282,20210113,LIBERTARIAN,FALSE
1976,ILLINOIS,IL,17,33,21,"MCCARTHY, EUGENE ""GENE""",INDEPENDENT,FALSE,55939,4721282,20210113,OTHER,FALSE
1976,ILLINOIS,IL,17,33,21,UNKNOWN/SCATTERING,UNKNOWN,TRUE,4417,4721282,20210113,OTHER,FALSE
1976,INDIANA,IN,18,32,22,"ANDERSON, THOMAS J.",AMERICAN,FALSE,14048,2220362,20210113,OTHER,FALSE
1976,INDIANA,IN,18,32,22,"CAMEJO, PETER",SOCIALIST WORKERS,FALSE,5695,2220362,20210113,OTHER,FALSE
1976,INDIANA,IN,18,32,22,"CARTER, JIMMY",DEMOCRAT,FALSE,1014714,2220362,20210113,DEMOCRAT,FALSE
1976,INDIANA,IN,18,32,22,"FORD, GERALD",REPUBLICAN,FALSE,1183958,2220362,20210113,REPUBLICAN,FALSE
1976,INDIANA,IN,18,32,22,"LAROUCHE, LYNDON, JR.",U.S. LABOR,FALSE,1947,2220362,20210113,OTHER,FALSE
1976,IOWA,IA,19,42,31,"ANDERSON, THOMAS J.",AMERICAN PARTY OF IOWA,FALSE,3041,1279303,20210113,OTHER,FALSE
1976,IOWA,IA,19,42,31,"CAMEJO, PETER",SOCIALIST WORKERS,FALSE,262,1279303,20210113,OTHER,FALSE
1976,IOWA,IA,19,42,31,"CARTER, JIMMY",DEMOCRAT,FALSE,619931,1279303,20210113,DEMOCRAT,FALSE
1976,IOWA,IA,19,42,31,"FORD, GERALD",REPUBLICAN,FALSE,632864,1279303,20210113,REPUBLICAN,FALSE
1976,IOWA,IA,19,42,31,"HALL, GUS",COMMUNIST PARTY USE,FALSE,551,1279303,20210113,OTHER,FALSE
1976,IOWA,IA,19,42,31,"JULIUS ""JULES"", LEVIN",SOCIALIST LABOR,FALSE,160,1279303,20210113,OTHER,FALSE
1976,IOWA,IA,19,42,31,"LAROUCHE, LYNDON, JR.",U.S. LABOR,FALSE,241,1279303,20210113,OTHER,FALSE
1976,IOWA,IA,19,42,31,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,1454,1279303,20210113,LIBERTARIAN,FALSE
1976,IOWA,IA,19,42,31,"MCCARTHY, EUGENE ""GENE""",INDEPENDENT,FALSE,20057,1279303,20210113,OTHER,FALSE
1976,IOWA,IA,19,42,31,SCATTERING,UNKNOWN,FALSE,509,1279303,20210113,OTHER,FALSE
1976,IOWA,IA,19,42,31,"ZEIDLER, FRANK",SOCIALIST U.S.A.,FALSE,233,1279303,20210113,OTHER,FALSE
1976,KANSAS,KS,20,47,32,"ANDERSON, THOMAS J.",AMERICAN,FALSE,4724,957845,20210113,OTHER,FALSE
1976,KANSAS,KS,20,47,32,"BUBAR, BENJAMIN ""BEN""",PROHIBITION,FALSE,1403,957845,20210113,OTHER,FALSE
1976,KANSAS,KS,20,47,32,"CARTER, JIMMY",DEMOCRAT,FALSE,430421,957845,20210113,DEMOCRAT,FALSE
1976,KANSAS,KS,20,47,32,"FORD, GERALD",REPUBLICAN,FALSE,502752,957845,20210113,REPUBLICAN,FALSE
1976,KANSAS,KS,20,47,32,"MACBRIDE, ROGER",INDEPENDENT,FALSE,3242,957845,20210113,OTHER,FALSE
1976,KANSAS,KS,20,47,32,"MADDOX, LESTER",CONSERVATIVE,FALSE,2118,957845,20210113,OTHER,FALSE
1976,KANSAS,KS,20,47,32,"MCCARTHY, EUGENE ""GENE""",INDEPENDENT,FALSE,13185,957845,20210113,OTHER,FALSE
1976,KENTUCKY,KY,21,61,51,"ANDERSON, THOMAS J.",AMERICAN,FALSE,8308,1167142,20210113,OTHER,FALSE
1976,KENTUCKY,KY,21,61,51,"CAMEJO, PETER",SOCIALIST WORKERS,FALSE,350,1167142,20210113,OTHER,FALSE
1976,KENTUCKY,KY,21,61,51,"CARTER, JIMMY",DEMOCRAT,FALSE,615717,1167142,20210113,DEMOCRAT,FALSE
1976,KENTUCKY,KY,21,61,51,"FORD, GERALD",REPUBLICAN,FALSE,531852,1167142,20210113,REPUBLICAN,FALSE
1976,KENTUCKY,KY,21,61,51,"HALL, GUS",COMMUNIST PARTY USE,FALSE,426,1167142,20210113,OTHER,FALSE
1976,KENTUCKY,KY,21,61,51,"LAROUCHE, LYNDON, JR.",U.S. LABOR,FALSE,510,1167142,20210113,OTHER,FALSE
1976,KENTUCKY,KY,21,61,51,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,814,1167142,20210113,LIBERTARIAN,FALSE
1976,KENTUCKY,KY,21,61,51,"MADDOX, LESTER",AMERICAN INDEPENDENT PARTY,FALSE,2328,1167142,20210113,OTHER,FALSE
1976,KENTUCKY,KY,21,61,51,"MCCARTHY, EUGENE ""GENE""",INDEPENDENT,FALSE,6837,1167142,20210113,OTHER,FALSE
1976,LOUISIANA,LA,22,72,45,"CAMEJO, PETER",SOCIALIST WORKERS,FALSE,1473,1277383,20210113,OTHER,FALSE
1976,LOUISIANA,LA,22,72,45,"CARTER, JIMMY",DEMOCRAT,FALSE,661365,1277383,20210113,DEMOCRAT,FALSE
1976,LOUISIANA,LA,22,72,45,"FORD, GERALD",REPUBLICAN,FALSE,587446,1277383,20210113,REPUBLICAN,FALSE
1976,LOUISIANA,LA,22,72,45,"HALL, GUS",COMMUNIST PARTY USE,FALSE,7417,1277383,20210113,OTHER,FALSE
1976,LOUISIANA,LA,22,72,45,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,3134,1277383,20210113,LIBERTARIAN,FALSE
1976,LOUISIANA,LA,22,72,45,"MADDOX, LESTER",AMERICAN INDEPENDENT PARTY,FALSE,10058,1277383,20210113,OTHER,FALSE
1976,LOUISIANA,LA,22,72,45,"MCCARTHY, EUGENE ""GENE""",INDEPENDENT,FALSE,6490,1277383,20210113,OTHER,FALSE
1976,MAINE,ME,23,11,2,"BUBAR, BENJAMIN ""BEN""",PROHIBITION,FALSE,3495,482968,20210113,OTHER,FALSE
1976,MAINE,ME,23,11,2,"CARTER, JIMMY",DEMOCRAT,FALSE,232279,482968,20210113,DEMOCRAT,FALSE
1976,MAINE,ME,23,11,2,"FORD, GERALD",REPUBLICAN,FALSE,236320,482968,20210113,REPUBLICAN,FALSE
1976,MAINE,ME,23,11,2,"MCCARTHY, EUGENE ""GENE""",INDEPENDENT,FALSE,10874,482968,20210113,OTHER,FALSE
1976,MARYLAND,MD,24,52,52,"CARTER, JIMMY",DEMOCRAT,FALSE,759612,1432273,20210113,DEMOCRAT,FALSE
1976,MARYLAND,MD,24,52,52,"FORD, GERALD",REPUBLICAN,FALSE,672661,1432273,20210113,REPUBLICAN,FALSE
1976,MASSACHUSETTS,MA,25,14,3,"ANDERSON, THOMAS J.",AMERICAN,FALSE,7555,2547558,20210113,OTHER,FALSE
1976,MASSACHUSETTS,MA,25,14,3,"CAMEJO, PETER",SOCIALIST WORKERS,FALSE,8138,2547558,20210113,OTHER,FALSE
1976,MASSACHUSETTS,MA,25,14,3,"CARTER, JIMMY",DEMOCRAT,FALSE,1429475,2547558,20210113,DEMOCRAT,FALSE
1976,MASSACHUSETTS,MA,25,14,3,"FORD, GERALD",REPUBLICAN,FALSE,1030276,2547558,20210113,REPUBLICAN,FALSE
1976,MASSACHUSETTS,MA,25,14,3,"JULIUS ""JULES"", LEVIN",SOCIALIST LABOR,FALSE,19,2547558,20210113,OTHER,FALSE
1976,MASSACHUSETTS,MA,25,14,3,"LAROUCHE, LYNDON, JR.",U.S. LABOR,FALSE,4922,2547558,20210113,OTHER,FALSE
1976,MASSACHUSETTS,MA,25,14,3,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,135,2547558,20210113,LIBERTARIAN,FALSE
1976,MASSACHUSETTS,MA,25,14,3,"MCCARTHY, EUGENE ""GENE""",INDEPENDENT,FALSE,65637,2547558,20210113,OTHER,FALSE
1976,MASSACHUSETTS,MA,25,14,3,SCATTERING,UNKNOWN,FALSE,1401,2547558,20210113,OTHER,FALSE
1976,MICHIGAN,MI,26,34,23,"CAMEJO, PETER",SOCIALIST WORKERS,FALSE,1804,3651590,20210113,OTHER,FALSE
1976,MICHIGAN,MI,26,34,23,"CARTER, JIMMY",DEMOCRAT,FALSE,1696714,3651590,20210113,DEMOCRAT,FALSE
1976,MICHIGAN,MI,26,34,23,"FORD, GERALD",REPUBLICAN,FALSE,1893742,3651590,20210113,REPUBLICAN,FALSE
1976,MICHIGAN,MI,26,34,23,"JULIUS ""JULES"", LEVIN",SOCIALIST LABOR,FALSE,1148,3651590,20210113,OTHER,FALSE
1976,MICHIGAN,MI,26,34,23,"LAROUCHE, LYNDON, JR.",U.S. LABOR,FALSE,1366,3651590,20210113,OTHER,FALSE
1976,MICHIGAN,MI,26,34,23,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,5407,3651590,20210113,LIBERTARIAN,FALSE
1976,MICHIGAN,MI,26,34,23,"MCCARTHY, EUGENE ""GENE""",INDEPENDENT,FALSE,47905,3651590,20210113,OTHER,FALSE
1976,MICHIGAN,MI,26,34,23,"WRIGHT, MARGARET",HUMAN RIGHTS,FALSE,3504,3651590,20210113,OTHER,FALSE
1976,MINNESOTA,MN,27,41,33,"ANDERSON, THOMAS J.",AMERICAN,FALSE,13592,1949931,20210113,OTHER,FALSE
1976,MINNESOTA,MN,27,41,33,"CAMEJO, PETER",SOCIALIST WORKERS,FALSE,4149,1949931,20210113,OTHER,FALSE
1976,MINNESOTA,MN,27,41,33,"CARTER, JIMMY",DEMOCRAT,FALSE,1070440,1949931,20210113,DEMOCRAT,FALSE
1976,MINNESOTA,MN,27,41,33,"FORD, GERALD",REPUBLICAN,FALSE,819395,1949931,20210113,REPUBLICAN,FALSE
1976,MINNESOTA,MN,27,41,33,"HALL, GUS",COMMUNIST PARTY USE,FALSE,1092,1949931,20210113,OTHER,FALSE
1976,MINNESOTA,MN,27,41,33,"JULIUS ""JULES"", LEVIN",INDUSTRIAL GOVERNMENT PARTY,FALSE,370,1949931,20210113,OTHER,FALSE
1976,MINNESOTA,MN,27,41,33,"LAROUCHE, LYNDON, JR.",INTERNATIONAL DEVELOPMENT BANK,FALSE,543,1949931,20210113,OTHER,FALSE
1976,MINNESOTA,MN,27,41,33,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,3529,1949931,20210113,LIBERTARIAN,FALSE
1976,MINNESOTA,MN,27,41,33,"MCCARTHY, EUGENE ""GENE""",MCCARTHY '76,FALSE,35490,1949931,20210113,OTHER,FALSE
1976,MINNESOTA,MN,27,41,33,"WRIGHT, MARGARET",PEOPLE'S,FALSE,635,1949931,20210113,OTHER,FALSE
1976,MINNESOTA,MN,27,41,33,"ZEIDLER, FRANK",SOCIALIST,FALSE,354,1949931,20210113,OTHER,FALSE
1976,MINNESOTA,MN,27,41,33,UNKNOWN/SCATTERING,UNKNOWN,TRUE,342,1949931,20210113,OTHER,FALSE
1976,MISSISSIPPI,MS,28,64,46,"ANDERSON, THOMAS J.",AMERICAN,FALSE,6678,768390,20210113,OTHER,FALSE
1976,MISSISSIPPI,MS,28,64,46,"CAMEJO, PETER",SOCIALIST WORKERS,FALSE,2805,768390,20210113,OTHER,FALSE
1976,MISSISSIPPI,MS,28,64,46,"CARTER, JIMMY",DEMOCRAT,FALSE,381329,768390,20210113,DEMOCRAT,FALSE
1976,MISSISSIPPI,MS,28,64,46,"FORD, GERALD",REPUBLICAN,FALSE,366846,768390,20210113,REPUBLICAN,FALSE
1976,MISSISSIPPI,MS,28,64,46,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,2609,768390,20210113,LIBERTARIAN,FALSE
1976,MISSISSIPPI,MS,28,64,46,"MADDOX, LESTER",AMERICAN INDEPENDENT PARTY,FALSE,4049,768390,20210113,OTHER,FALSE
1976,MISSISSIPPI,MS,28,64,46,"MCCARTHY, EUGENE ""GENE""",INDEPENDENT,FALSE,4074,768390,20210113,OTHER,FALSE
1976,MISSOURI,MO,29,43,34,"CARTER, JIMMY",DEMOCRAT,FALSE,998387,1953600,20210113,DEMOCRAT,FALSE
1976,MISSOURI,MO,29,43,34,"FORD, GERALD",REPUBLICAN,FALSE,927443,1953600,20210113,REPUBLICAN,FALSE
1976,MISSOURI,MO,29,43,34,"MCCARTHY, EUGENE ""GENE""",INDEPENDENT,FALSE,24029,1953600,20210113,OTHER,FALSE
1976,MISSOURI,MO,29,43,34,OTHER,UNKNOWN,FALSE,3741,1953600,20210113,OTHER,FALSE
1976,MONTANA,MT,30,81,64,"ANDERSON, THOMAS J.",AMERICAN,FALSE,5772,328734,20210113,OTHER,FALSE
1976,MONTANA,MT,30,81,64,"CARTER, JIMMY",DEMOCRAT,FALSE,149259,328734,20210113,DEMOCRAT,FALSE
1976,MONTANA,MT,30,81,64,"FORD, GERALD",REPUBLICAN,FALSE,173703,328734,20210113,REPUBLICAN,FALSE
1976,NEBRASKA,NE,31,46,35,"CARTER, JIMMY",DEMOCRAT,FALSE,233293,606749,20210113,DEMOCRAT,FALSE
1976,NEBRASKA,NE,31,46,35,"FORD, GERALD",REPUBLICAN,FALSE,359219,606749,20210113,REPUBLICAN,FALSE
1976,NEBRASKA,NE,31,46,35,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,1476,606749,20210113,LIBERTARIAN,FALSE
1976,NEBRASKA,NE,31,46,35,"MADDOX, LESTER",AMERICAN INDEPENDENT PARTY,FALSE,3378,606749,20210113,OTHER,FALSE
1976,NEBRASKA,NE,31,46,35,"MCCARTHY, EUGENE ""GENE""",INDEPENDENT,FALSE,9383,606749,20210113,OTHER,FALSE
1976,NEVADA,NV,32,88,65,"CARTER, JIMMY",DEMOCRAT,FALSE,92479,201876,20210113,DEMOCRAT,FALSE
1976,NEVADA,NV,32,88,65,"FORD, GERALD",REPUBLICAN,FALSE,101273,201876,20210113,REPUBLICAN,FALSE
1976,NEVADA,NV,32,88,65,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,1519,201876,20210113,LIBERTARIAN,FALSE
1976,NEVADA,NV,32,88,65,"MADDOX, LESTER",AMERICAN INDEPENDENT PARTY,FALSE,1497,201876,20210113,OTHER,FALSE
1976,NEVADA,NV,32,88,65,OTHER,UNKNOWN,FALSE,5108,201876,20210113,OTHER,FALSE
1976,NEW HAMPSHIRE,NH,33,12,4,"CAMEJO, PETER",SOCIALIST WORKERS,FALSE,161,339627,20210113,OTHER,FALSE
1976,NEW HAMPSHIRE,NH,33,12,4,"CARTER, JIMMY",DEMOCRAT,FALSE,147645,339627,20210113,DEMOCRAT,FALSE
1976,NEW HAMPSHIRE,NH,33,12,4,"FORD, GERALD",REPUBLICAN,FALSE,185935,339627,20210113,REPUBLICAN,FALSE
1976,NEW HAMPSHIRE,NH,33,12,4,"JULIUS ""JULES"", LEVIN",SOCIALIST LABOR,FALSE,66,339627,20210113,OTHER,FALSE
1976,NEW HAMPSHIRE,NH,33,12,4,"LAROUCHE, LYNDON, JR.",U.S. LABOR,FALSE,186,339627,20210113,OTHER,FALSE
1976,NEW HAMPSHIRE,NH,33,12,4,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,936,339627,20210113,LIBERTARIAN,FALSE
1976,NEW HAMPSHIRE,NH,33,12,4,"MCCARTHY, EUGENE ""GENE""",INDEPENDENT,FALSE,4095,339627,20210113,OTHER,FALSE
1976,NEW HAMPSHIRE,NH,33,12,4,SCATTERING,UNKNOWN,FALSE,603,339627,20210113,OTHER,FALSE
1976,NEW JERSEY,NJ,34,22,12,"BUBAR, BENJAMIN ""BEN""",PROHIBITION,FALSE,554,3014472,20210113,OTHER,FALSE
1976,NEW JERSEY,NJ,34,22,12,"CAMEJO, PETER",SOCIALIST WORKERS,FALSE,1184,3014472,20210113,OTHER,FALSE
1976,NEW JERSEY,NJ,34,22,12,"CARTER, JIMMY",DEMOCRAT,FALSE,1444653,3014472,20210113,DEMOCRAT,FALSE
1976,NEW JERSEY,NJ,34,22,12,"FORD, GERALD",REPUBLICAN,FALSE,1509688,3014472,20210113,REPUBLICAN,FALSE
1976,NEW JERSEY,NJ,34,22,12,"HALL, GUS",COMMUNIST PARTY USE,FALSE,1662,3014472,20210113,OTHER,FALSE
1976,NEW JERSEY,NJ,34,22,12,"JULIUS ""JULES"", LEVIN",SOCIALIST LABOR,FALSE,3686,3014472,20210113,OTHER,FALSE
1976,NEW JERSEY,NJ,34,22,12,"LAROUCHE, LYNDON, JR.",U.S. LABOR,FALSE,1650,3014472,20210113,OTHER,FALSE
1976,NEW JERSEY,NJ,34,22,12,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,9449,3014472,20210113,LIBERTARIAN,FALSE
1976,NEW JERSEY,NJ,34,22,12,"MADDOX, LESTER",AMERICAN INDEPENDENT PARTY,FALSE,7716,3014472,20210113,OTHER,FALSE
1976,NEW JERSEY,NJ,34,22,12,"MCCARTHY, EUGENE ""GENE""",INDEPENDENT,FALSE,32717,3014472,20210113,OTHER,FALSE
